Game_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,Player_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Position
22400264,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,G,,37.000000:03,108.5,108.9,126.4,126.3,-17.9,-17.4,0.348,4.0,25.8,0.0,0.065,0.027,6.5,0.474,0.542,0.267,0.267,103.13,103.0,85.83,79,0.102,Guard
22400458,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,40.000000:40,108.8,110.6,106.5,109.3,2.4,1.3,0.074,2.0,10.0,0.026,0.043,0.035,5.0,0.656,0.635,0.191,0.195,103.06,100.91,84.09,85,0.104,Forward-Guard
22400458,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,45.000000:08,118.8,117.7,98.4,103.2,20.4,14.6,0.316,1.71,37.5,0.05,0.211,0.144,21.9,0.542,0.563,0.192,0.198,103.54,101.57,84.64,96,0.117,Guard
22400458,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,37.000000:23,119.2,118.3,104.0,107.5,15.3,10.8,0.148,2.0,13.3,0.063,0.432,0.276,6.7,0.575,0.647,0.295,0.305,105.33,104.0,86.67,82,0.23,Center-Forward
22400458,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,44.000000:29,115.8,117.2,99.4,102.1,16.4,15.1,0.0,0.0,0.0,0.0,0.018,0.01,0.0,0.765,0.755,0.176,0.18,102.9,100.89,84.08,93,0.105,Guard-Forward
22400458,1610612752,NYK,New York,1630173,Precious Achiuwa,Precious,,,13.000000:15,127.2,125.0,66.2,66.7,61.0,58.3,0.0,0.0,0.0,0.0,0.136,0.094,0.0,0.688,0.676,0.29,0.305,104.58,105.08,87.57,28,0.235,Forward
22400458,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,Guard
22400458,1610612752,NYK,New York,1630540,Miles McBride,Miles,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,,Guard
22400473,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,44.000000:15,104.7,104.4,117.1,115.1,-12.4,-10.7,0.065,1.0,10.0,0.068,0.1,0.083,10.0,0.6,0.598,0.18,0.182,98.76,99.8,83.17,91,0.072,Guard
22400473,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,42.000000:32,111.9,110.2,122.1,122.5,-10.3,-12.2,0.091,3.0,16.7,0.0,0.051,0.025,5.6,0.654,0.698,0.155,0.158,99.29,99.87,83.23,88,0.076,Forward-Guard
